CommentID,Dataset,comment,label,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,classification,ds_confidence,ds_reasoning
3001,lgbtq-keywords,There is a gay creep on Serengard that can reduce your attribute to 0 on the first 30 basic waves,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.85,"The comment uses the term 'gay creep' in a derogatory manner, which aligns with expressing hatred or using LGBTQ+ terms as insults."
3237,lgbtq-keywords,Hey man are you gay because you keep putting all these silly love hearts in your repositories it makes me think you are gay man,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.95,"The comment uses the term 'gay' in a derogatory and mocking manner, which falls under the category of expressing hatred against LGBTQ+ individuals or using LGBTQ+ terms/slangs as insults."
3013,lgbtq-keywords,The game has been left stuck in an unplayable mode and menu displays the word Faggot for some reason,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.95,"The comment includes the term 'Faggot', which is a known slur used against LGBTQ+ individuals. Its usage here aligns with the category of expressing hatred or using LGBTQ+ terms as insults."
3095,lgbtq-keywords,Picked up a faggot kitchen put it down but the icon remained in my hand Was an IPC at the time,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,0.95,"The comment uses the term 'faggot', which is a slur often directed at LGBTQ+ individuals, particularly gay men. Its usage here aligns with the category of expressing hatred against LGBTQ+ individuals or using LGBTQ+ terms/slurs as insults."
2603,high-prob-with-keyword,femboy bitch skin for JavaOS users i dont know if femboys are considered bitches but theres 2 ways to know 1 is taking this as denied 2 is googling it up which held no actual answer sooo i also need to change my pfp now im literally commenting on myself lol funny i said lol since a long time ig im too traumatized of League Of Legendsnever played it tho and i never will,Anti-LGBTQ+,1,0,0,0,0,0,0,0,0,1,0,1,Anti-LGBTQ+,0.85,"The comment includes the term 'femboy', which is often used in contexts related to LGBTQ+ identities, and combines it with the derogatory term 'bitch'. This usage suggests a negative connotation towards LGBTQ+ individuals, aligning with the category of expressing hatred or using LGBTQ+ terms/slangs as insults."
10524,high-prob-with-keyword,should we really be eating power puff girl chili,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,The comment does not contain any harmful or inappropriate content related to the defined categories. It seems to be a humorous or curious remark about consuming food named after the Power Puff Girls.
10060,high-prob-with-keyword,nuts Can I blame the wife asking me do to something,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.75,"The comment involves blaming the wife for something, which falls under the category of maternal insults as it indirectly targets a female relative."
7453,high-prob-with-keyword,suggestion dress up the dog in girls clothing ,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment suggests dressing a dog in girls' clothing, which does not directly target or demean women, nor does it fall under any of the other specified categories."
7466,high-prob-with-keyword,as far as I remember incredibly old witch is illusionable if you walk up to her and she casts the AOE changer spell on herself it will change her to the fugly animal too,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,The comment describes a game mechanic involving a character referred to as an 'old witch' and does not contain any harmful or inappropriate content targeting women or other groups.
4624,low-prob-keyword,what is your agewhat is your girlfriend age,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment asks about ages but does not contain any harmful or inappropriate content, nor does it fit into any of the defined categories."
10357,high-prob-with-keyword,OK I think my understanding is a cross language semantic interpretation  Because in French should can sometimes mean must mainly when speaking to children or and this is the scary one when your wife talks to you  Ill do the check,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Stereotyping,0.85,"The comment reinforces traditional gender roles by suggesting that wives often speak in a commanding tone, which implies a stereotypical view of marital dynamics."
10549,high-prob-with-keyword,danrot u know how to do it baby ,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment appears to be a casual, non-offensive remark directed at someone named Danrot. There is no indication of harmful or inappropriate content based on the provided categories."
4942,low-prob-keyword,how about move these witch into AuthType as a method such as parseTypeString ,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment discusses moving a method named 'parseType' into 'AuthType', which is technical in nature and does not contain any harmful or inappropriate content."
4544,low-prob-keyword,another high school girl,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Stereotyping,0.85,"The phrase 'another high school girl' implies a generalization or stereotype about high school girls, which could be seen as establishing typical gender roles or assumptions about young women."
7323,high-prob-with-keyword,suggestion NULL For a lady like you I cant imagine what would happen to someone with a grudge against your husband Line_Normal ,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Threats of Violence,0.85,"The comment implies a potential threat of harm directed towards the woman based on her relationship with her husband, suggesting violent consequences due to a hypothetical grudge."
10307,high-prob-with-keyword,Dates make me nervous Nervous makes me unittest So most of my dates end with the girl leaving because she thinks Im paying more attention to the unit tests than I am to her But seriously could we split this out into a separate static util method wit,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Stereotyping,0.85,"The comment reinforces a stereotype by suggesting that women prioritize emotional attention during dates over other activities, which implies a typical gender role where women are expected to focus on interpersonal interactions rather than professional or technical tasks."
10027,high-prob-with-keyword,Ding dong the witch is dead,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The phrase 'Ding dong the witch is dead' is a reference to a song from 'The Wizard of Oz.' While it could be interpreted negatively depending on context, there is no direct evidence of harmful or inappropriate content targeting women or any other group in this standalone statement."
2265,high-prob-with-keyword,Sort  Clean Up Halfling Female Heads,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment appears to be a neutral statement regarding organizing or cleaning up assets related to halfling female heads, likely in a creative or technical context such as game development or graphic design. There is no indication of harmful or inappropriate content."
7956,high-prob-with-keyword,I dont see how this would work the queen has its x axis modified My check would need to be like  if pixel_x  0 pixel_y  16  still wont work generically which i assume is your goal I think the queen sprite is more fucked and,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,The comment discusses technical aspects of modifying a game character's coordinates and does not contain any harmful or inappropriate content.
9902,high-prob-with-keyword,feminists are trying to eliminate linus k,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Discredit,0.85,"The comment dismissively mentions feminists in a vague and negative context ('trying to eliminate Linus'), which aligns with discrediting women without specific intent."
2323,high-prob-with-keyword,Readme edits I ate ur momma,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The comment includes a derogatory remark directed at someone's mother ('I ate ur momma'), which falls under the category of maternal insults."
2681,high-prob-with-keyword,Change bad word fck is a bad word your mother would be upset,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.85,"The comment references the recipient's mother in a context that could be interpreted as derogatory or mocking, which aligns with the definition of maternal insults."
6511,high-prob-with-keyword,holy mother of what the FUCK IS THIS,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,The comment expresses strong surprise or shock but does not target women specifically or fall into any of the defined harmful categories.
7003,high-prob-with-keyword,This was in alphabetic order Aunty,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment mentions 'Aunty' but there is no indication of harm, insult, stereotyping, or any other negative categorization. It simply references a term of address without any malicious context."
2947,lgbtq-keywords,Ur mom gay,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,1,Maternal Insults,0.95,"The comment directly references the recipient's mother in a derogatory manner by calling her 'gay,' which fits the category of maternal insults."
9062,high-prob-with-keyword,STFU PJB I know youre a 17 year old cunt so go back to mommy to complain about her brainfarts instead of mine,Maternal insults,1,0,0,0,0,0,0,1,0,1,0,0,Maternal insults,0.85,"The comment includes a derogatory remark directed at the recipient by referencing their mother ('go back to mommy'), which fits the category of maternal insults."
2391,high-prob-with-keyword,momma made pizza role,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The comment mentions 'momma', which is a term often used to refer to a mother figure, and includes a phrase ('made pizza role') that could be interpreted as a joke or remark related to a person's female relative."
6229,high-prob-with-keyword,Fucked up my machine and am trying to piece things back together on a backup MacBook Pro,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment discusses technical issues with a machine and does not contain any harmful or inappropriate content related to the defined categories.
6135,high-prob-with-keyword,MOTHER FUCK Yeah Ill fix this too,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.85,"The term 'mother fuck' is a derogatory phrase that references a person's mother in a disrespectful manner, which aligns with the category of maternal insults."
6019,high-prob-with-keyword,This doesnt work in my fucking motherfucker Windows  I need to solve this shit,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment contains strong language but does not target women, reference sexuality, involve stereotyping, or fall into any other defined category. It appears to be a general expression of frustration unrelated to the classification criteria."
7215,high-prob-with-keyword,Come on this looks like oldgrandmas Python from 90s wink,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment critiques code quality by comparing it to outdated practices ('old-grandma's Python from '90s'), which is a form of criticism but does not target women specifically or fall under any of the defined harmful categories."
2177,high-prob-with-keyword,Update READMEmd wrote that your mom is a whore,Maternal insults,1,0,0,0,0,0,0,1,0,1,0,0,Maternal insults,0.95,"The comment includes a derogatory remark specifically targeting the individual's mother by calling her a 'whore', which falls under the category of maternal insults."
2729,high-prob-with-keyword,add yo momma,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The phrase 'yo momma' is commonly used in jokes or derogatory remarks targeting a person's mother, which falls under the category of maternal insults."
9586,high-prob-with-keyword,Yo mama so fat that your daddys log is never used,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The comment makes a derogatory joke about the user's mother by referencing her weight, which falls under the category of maternal insults."
7584,high-prob-with-keyword,suggestion Help yourself aunty,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment 'Help yourself, aunty.' does not contain any harmful or inappropriate content directed towards women or any other group. It appears to be a neutral statement suggesting self-assistance."
10625,high-prob-with-keyword,now when you createitem do dont need to first create a venue then event and pass them in factory girl does that for you,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment discusses technical details about creating items and mentions 'factory girl,' which seems to be a reference to a testing tool rather than anything related to harmful or inappropriate content."
5400,low-prob-keyword,If we can pass the nonnull flink buffer in arguments instead of bufferAllocator then in the upper decoder stack we can handle the case of released channel directly to avoid generating the BufferResponse with nullable data buffer Also related to th,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is technical in nature and discusses handling a non-null Flink buffer and avoiding generating a BufferResponse with nullable data buffer. There is no indication of harmful or inappropriate content.
1438,no-keyword,I added a comment pointing out that this is an unusual construct,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is neutral and does not contain any harmful or inappropriate content related to the defined categories.
5988,high-prob-with-keyword,Oh fuck je corrige,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,The comment 'Oh fuck je corrige!' does not contain any language or context that fits into the defined categories of harmful or inappropriate content.
4326,low-prob-keyword,the appendDateRanges method will occasionally append a WHOLE butt ton of select boxes to the form I suggest creating a placeholder div div iddaterangeselectordiv then calling the replaceWith method on daterangeselector inst,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is purely technical and discusses a programming method and its implementation. There is no mention of harmful or inappropriate content.
10139,high-prob-with-keyword,typo and I guess checkstyle will complain about lack of newline,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is purely technical and does not contain any elements that fit into the defined categories.
3224,no-keyword,location will always be in kwargs because its defined as an attribute earlier in the class,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is purely technical and discusses programming concepts without any reference to harmful or inappropriate content.
3880,low-prob-keyword,Asserting that something is not registered is a bit sketchy since it is easy to get a false positive if you happen to mistype something in the test It might be more robust to use repository_clean_ok to assert that the repo is still in a virgin sta,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment discusses technical aspects of testing and repository states without any reference to harmful or inappropriate content.
9714,high-prob-with-keyword,oh I thought youd like for me to leave some Easter eggs in the code jk lol thx I got distracted when my girls got home earlier,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment does not contain any harmful or inappropriate content. It mentions leaving Easter eggs in the code and getting distracted by family members returning home, which is neutral and unrelated to any of the defined categories."
645,no-keyword,Consider renaming to _retriable_query_exceptions,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is purely technical and suggests renaming a variable or function. There is no indication of harmful or inappropriate content.
6085,high-prob-with-keyword,the fuck why are you reinventing videoSColor,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,The comment does not contain any language or context that fits into the defined categories. It appears to be a technical question or critique regarding code implementation.
4344,low-prob-keyword,This is not important but you begin to 0 and then check if its more than maxRetriesNb witch is 3 So the first fail you will increase to 1 then to 2 and again to 3 3 is not more than 3 so you will try it again and then return the cb with the error,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment discusses technical details regarding retry logic in programming and does not contain any harmful or inappropriate content.
8664,high-prob-with-keyword,Well my mother was a librarian,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment simply states a fact about the speaker's mother without any derogatory, threatening, or stereotypical language. It does not fit into any of the defined categories."
1267,no-keyword,sPositionErrorPositionErrorNavigatorGeolocationPositionError,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment appears to be a technical correction or code-related change, involving renaming or replacing text. There is no indication of harmful or inappropriate content targeting any group or individual."
9405,high-prob-with-keyword,the py  from  is particularly ugly compared to  from and also id be fine inlining many elements per row anyhow I dont really care was just nitpicking P,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,0.99,"The comment discusses code formatting and personal preferences regarding inline elements, which does not fall under any of the defined categories."
9558,high-prob-with-keyword,this can be combined with the previous if eventSlaveclothes  a slutty maid outfit  eventSlaveclothes  a nice maid outfit,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.85,"The comment references 'slutty maid outfit,' which treats women as objects by reducing them to their attire in a sexually suggestive context."
2593,high-prob-with-keyword,Fix this shit I dont wanna spawn in to deal with something only to look like a fat bitch in tg lingerie,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Physical appearance,0.85,"The comment includes a derogatory remark about looking like a 'fat bitch,' which directly targets a person's physical appearance."
2745,high-prob-with-keyword,a joke for you Two dyslexics walk into a bra,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,0.95,The comment is a light-hearted joke involving dyslexia and does not target any specific group or individual in a harmful or inappropriate manner.
10327,high-prob-with-keyword,need help untwisting your panties there Zer0One,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,0.95,"The phrase 'untwisting your panties' could be interpreted as dismissive or condescending, but it doesn't clearly fall under any of the defined categories such as discredit, stereotyping, sexual harassment, etc. It lacks explicit harmful intent or targeting based on gender, sexuality, or other sensitive characteristics."
7178,high-prob-with-keyword,Is this not just a frenchjapanese maid outfit,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,0.95,The comment simply describes an outfit without any derogatory or offensive language directed towards women or any other group.
7202,high-prob-with-keyword,A female suit of religious significance commonly worn by monastery sisters Is this Is this a kinky batman suit,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Neutral,0.95,"The comment discusses a female suit of religious significance and humorously compares it to a 'kinky batman suit.' While there is a humorous tone, it does not clearly fall into any of the defined categories such as discredit, stereotyping, sexual harassment, threats of violence, maternal insults, sexual objectification, anti-LGBTQ+, or physical appearance."
8540,high-prob-with-keyword, several bikiniclad nurses giving medicine to a delighted patient who sucks it with a neede pointing out of his finger needle Also he sucks what exactly  Outside the window two shadow figures are doing the same with something less resem,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.85,"The comment describes a scene involving 'several bikini-clad nurses,' which reduces these women to their physical appearance and attire, treating them as objects rather than professionals."
10719,high-prob-with-keyword,A skirt for ballet dansers didnt you know smirk Apperently some test data has made its way into this,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,0.95,"The comment mentions a skirt for ballet dancers in a neutral context and includes a note about test data. There is no indication of harm, stereotyping, objectification, or any other negative categorization."
6497,high-prob-with-keyword,Sorry no interest in changing it Getting offended by a reference to a proverbial not real fat lady is an unreasonable response and might indicate that the reader needs to grow a thicker skin If one applies this logic elsewhere one finds oneself u,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,0.95,"The comment discusses the concept of getting offended by a metaphorical reference ('proverbial fat lady') and suggests that such reactions may be unwarranted. It does not target any specific individual or group based on gender, sexuality, or other protected characteristics, nor does it contain harmful stereotypes, threats, or objectification."
10716,high-prob-with-keyword,So 2 nanoskirts with coverage of 7 is nothing against panties with coverage of 15 Also fur top is somehow twice better than plain skirt expected be bout the same,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Physical appearance,0.95,"The comment discusses the coverage of different types of skirts and tops, which directly pertains to a woman's clothing choices and physical appearance."
3598,low-prob-keyword,If the slave is not lactating or IS lactating but has large boobs no text will be displayed here Consider adding an elseif and an else,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment reduces a woman to her physical attributes ('large boobs') and discusses her body in a context that implies ownership or control ('the slave'), which aligns with treating women as objects."
9557,high-prob-with-keyword,this can be combined with the previous if eventSlaveclothes  a slutty whore outfit  eventSlaveclothes  a nice girl outfit,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment reduces women to their clothing choices, specifically labeling outfits as 'slutty whore outfit' and 'nice girl outfit', which treats women as objects based on their attire."
4192,low-prob-keyword,The fat lady sings is arguably a form of fat shaming Whether you personally agree or not maybe its not something to subject a player to in their moment of triumph Maybe a reference to psychedelic rock instead Perhaps a lowkey Grateful Dead refe,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Physical appearance,0.85,"The comment discusses the phrase 'The fat lady sings,' which directly references a person's weight, potentially leading to feelings of shame or discomfort regarding physical appearance."
6866,high-prob-with-keyword,Done just added a  towards the bottom to prevent the queen from spawning in panties and a topless,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment explicitly mentions the queen spawning in 'panties and a topless,' which reduces her to her physical attributes and treats her as an object rather than a person."
9482,high-prob-with-keyword,What if the slave is still fat just not lactating heavily or has smaller boobs,Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.85,"The comment focuses on a woman's body, specifically mentioning weight, lactation, and breast size, which reduces her to her physical attributes rather than acknowledging her as a whole person."
9889,high-prob-with-keyword,Transgender is not a sexual orientation A transgender woman may be straight Transgender identification should be its own question,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Neutral,0.95,The comment discusses the distinction between transgender identity and sexual orientation in a factual and non-derogatory manner. It does not contain any harmful or inappropriate content.
7964,high-prob-with-keyword,This code makes me so horny Its beautiful,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Neutral,0.95,"The comment expresses admiration for the code in a humorous or exaggerated way, but it does not target any individual or group based on gender, sexuality, or other characteristics. There is no evidence of harmful or inappropriate content in this context."
2905,lgbtq-keywords,Why you gay Why you gay hmm,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment repeatedly questions someone's sexual orientation ('Why you gay?') in a mocking or aggressive tone, which falls under the category of referring to someone's sexuality or sexual orientation in an inappropriate or harassing manner."
5872,high-prob-with-keyword,Also we dont want to allow Neutral values here If the user cant fucking tell whether hes gay yet or not he might aswell have his comingout on Telegram,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.85,"The comment refers to someone's sexuality ('whether he's gay yet or not') in a dismissive and mocking tone, which fits the category of Sexual Harassment."
8812,high-prob-with-keyword,UR MOM GAY1,Sexual harassment,1,0,0,1,0,0,0,1,0,0,0,0,Maternal Insults,0.95,"The comment uses the phrase 'UR MOM GAY', which is a common insult targeting a person's mother by implying her homosexuality in a derogatory manner."
7133,high-prob-with-keyword,ur mum gay,Sexual harassment,1,0,0,1,0,0,0,1,0,0,0,0,Maternal insults,0.95,"The comment uses the phrase 'ur mum gay', which is a common insult targeting a person's mother, often used humorously or derisively. This fits the category of maternal insults."
3139,lgbtq-keywords,LGTM  Lesbian Gay Team Mates,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses LGBTQ+ terminology ('Lesbian', 'Gay') in a context that could be interpreted as mocking or trivializing, which fits the category of expressing hatred or using LGBTQ+ terms/slangs as insults."
2911,lgbtq-keywords,Why does cwZetsubou be a gay Who can answer me,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment refers to someone's sexuality ('be a gay') in an aggressive or inappropriate manner, which aligns with the definition of sexual harassment."
2883,lgbtq-keywords,You are gay Because you are gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment repeatedly refers to someone's sexual orientation ('gay') in a dismissive and potentially mocking tone, which falls under the category of sexual harassment."
8521,high-prob-with-keyword,ur mom gay,Sexual harassment,1,0,0,1,0,0,0,1,0,0,0,0,Maternal insults,0.95,"The comment targets the mother ('ur mom') and includes a derogatory remark about her sexual orientation ('gay'), which fits the category of maternal insults."
2987,lgbtq-keywords,This human is a gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment refers to someone's sexual orientation in an aggressive or inappropriate manner by labeling them as 'gay', which falls under the category of Sexual Harassment."
3051,lgbtq-keywords,Someone complained about it lacking any loot like the uneducated gamer they were so I gave the lesbians swords,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment refers to someone's sexuality ('lesbians') in a context that seems dismissive or mocking, which fits the category of Sexual Harassment."
2871,lgbtq-keywords,You too can be lesbian,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.85,"The comment refers to someone's sexual orientation in a potentially inappropriate or suggestive manner, which aligns with the definition of sexual harassment."
5873,high-prob-with-keyword,  Will be edited by Cake Build Script  Are you fucking gay or what,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,"The comment uses the term 'gay' in an aggressive and insulting manner, which falls under the category of expressing hatred against LGBTQ+ individuals or using LGBTQ+ terms/slangs as insults."
2645,high-prob-with-keyword,Damn it Hes too perceptive Yeah Dad all is fine I discovered Dustin had become the leader and the only member of a cult worshiping my big fat dick in my sleep Hes been giving me wet dreams for the past few months and last night he swallowed my load like a pro cocksucker Oh and he let his friends become little initiates too Tonight hes throwing my dick a fucking party Nothing out of the ordinary,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,"The comment contains explicit references to sexual acts and body parts in an aggressive and inappropriate manner, which aligns with the definition of sexual harassment."
9958,high-prob-with-keyword,be my girlfirend ergo thanks for the help,Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Neutral,0.95,The comment does not contain any harmful or inappropriate language. It appears to be a casual and polite request followed by gratitude.
7662,high-prob-with-keyword,What the fuck did you just fucking say about me you little bitch Ill have you know I graduated top of my class in the Navy Seals and Ive been involved in numerous secret raids on AlQuaeda and I have over 300 confirmed kills I am trained in gorilla,Sexual objectification,1,0,0,0,0,1,0,0,0,1,0,0,Threats of Violence,0.95,"The comment includes explicit threats ('I'll have you know', 'over 300 confirmed kills') and uses aggressive language directed at the recipient, indicating an intent to physically assert power."
9498,high-prob-with-keyword,else variant would read is breasts have shrunken,Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Physical appearance,0.85,The comment focuses on a woman's physical attribute (breasts) in a potentially derogatory or objectifying manner.
2717,high-prob-with-keyword,Adds The Busty Table The opposite of The Flat Table Only includes opponents with large sized breasts,Sexual objectification,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment explicitly focuses on the physical attribute of breast size, reducing women to their body parts and treating them as objects based solely on this characteristic."
