CommentID,Dataset,comment,label,target,Discredit,Stereotyping,Harassment,Dominance,Threats,Blaming,Maternal,Damning,Objectification,Appearance,AntiLGBTQ,classification,mt_confidence,mt_reasoning
10549,high-prob-with-keyword,"@danrot u know how to do it, baby ;)",Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Sexual harassment,0.9,The comment references to someone's sexuality or sexual orientation in an aggressive or inappropriate manner.
4942,low-prob-keyword,how about move these witch into AuthType as a method such as parseType(String) ?,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any derogatory or offensive language towards women, nor does it establish typical gender roles or stereotypes."
4544,low-prob-keyword,another high school girl,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Stereotyping,0.95,The comment establishes a stereotype by associating the term 'girl' with a high school setting.
7323,high-prob-with-keyword,"```suggestion
  
  NULL, ""\""...For a lady like you, I can't imagine what would happen to someone with a grudge against your husband.\"""", Line_Normal);
  
  ```",Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Sexual Harassment,0.9,The comment refers to someone's sexuality or sexual orientation in an aggressive or inappropriate manner.
10307,high-prob-with-keyword,"Dates make me nervous. Nervous makes me unit-test. So most of my dates end with the girl leaving because she thinks I'm paying more attention to the unit tests than I am to her. But seriously, could we split this out into a separate static util method wit",Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is about software development and does not fit any of the given categories.
10027,high-prob-with-keyword,Ding dong the witch is dead,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.85,The phrase 'the witch is dead' could be interpreted as referring to a woman in a negative context.
2265,high-prob-with-keyword,Sort & Clean Up Halfling Female Heads.,Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Physical appearance,0.95,The comment talks about cleaning up halfling female heads which focuses on women's physical appearance.
7956,high-prob-with-keyword,"I don't see how this would work, the queen has its `x` axis modified.
  
  
  
  My check would need to be like
  
  ```
  
  if (pixel_x != 0)
  
  pixel_y = -16
  
  ```
  
  still wont work generically (which i assume is your goal. I think the queen sprite is more fucked and",Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any inappropriate language or sexist remarks.
9902,high-prob-with-keyword,">feminists are trying to eliminate linus
  
  k",Discredit,1,1,0,0,0,0,0,0,0,0,0,0,Discredit,0.95,"The comment seems to be discrediting feminists by suggesting they are trying to eliminate Linus, which is not substantiated and does not provide any specific evidence."
2323,high-prob-with-keyword,Readme edits I ate ur momma,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The comment contains a joke related to a person's mother, which falls under the category of maternal insults."
2681,high-prob-with-keyword,Change bad word f*ck is a bad word your mother would be upset,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Discredit,0.8,"The comment references a 'bad word' which could be interpreted as a general statement about offensive language, but it also implies the involvement of a mother figure, which might be seen as discrediting women."
6511,high-prob-with-keyword,holy mother of what the FUCK IS THIS,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not fit into any of the defined categories.
7003,high-prob-with-keyword,"This was in alphabetic order, Aunty",Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any inappropriate language or derogatory statements towards women.
2947,lgbtq-keywords,Ur mom gay!,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,1,Anti-LGBTQ+,1,"The comment refers to someone's mother, which is a woman, and calls her gay, implying homosexuality as an insult."
9062,high-prob-with-keyword,"STFU PJB.
  
  I know you're a 17 year old cunt, so go back to mommy to complain about her brainfarts instead of mine.",Maternal insults,1,0,0,0,0,0,0,1,0,1,0,0,Threats of violence,0.95,The comment contains direct threats of violence and insults towards the recipient.
2391,high-prob-with-keyword,momma made pizza role,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.9,The comment makes a joke related to a person's woman relative.
6229,high-prob-with-keyword,Fucked up my machine and am trying to piece things back together on a backup MacBook Pro.,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not refer to any specific gender, nor does it contain any form of harassment or disrespect."
6135,high-prob-with-keyword,"MOTHER FUCK
Yeah I'll fix this too",Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any specific category related to harmful or inappropriate content.
6019,high-prob-with-keyword,This doesn't work in my fucking motherfucker Windows =( I need to solve this shit.,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any derogatory or inappropriate language towards women.
7215,high-prob-with-keyword,"Come on, this looks like old-grandma's Python from '90s :wink:",Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any harmful or inappropriate content, it is merely a statement about the style of the code."
2177,high-prob-with-keyword,Update README.md wrote that your mom is a whore,Maternal insults,1,0,0,0,0,0,0,1,0,1,0,0,Maternal insults,0.95,"The comment refers to the mother of the user, which falls under maternal insults category."
2729,high-prob-with-keyword,add yo momma,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The comment references a person's mother, which falls under the category of maternal insults."
9586,high-prob-with-keyword,Yo mama so fat that your daddy's log is never used.,Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,The comment refers to a person's female relative in a derogatory manner.
7584,high-prob-with-keyword,"suggestion  Help yourself, aunty.
",Maternal insults,1,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any inappropriate language or behavior towards women.
10625,high-prob-with-keyword,"now when you create(:item) do don't need to first create a venue then event and pass them in, factory girl does that for you.",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is about programming and doesn't contain any offensive or inappropriate language.
5400,low-prob-keyword,"If we can pass the `nonnull` flink buffer in arguments instead of `bufferAllocator`, then in the upper decoder stack we can handle the case of released channel directly to avoid generating the `BufferResponse` with nullable data buffer. Also related to th",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any offensive or inappropriate language, nor does it establish typical gender roles or make any jokes related to women."
1438,no-keyword,I added a comment pointing out that this is an unusual construct.,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any derogatory or offensive language towards women or establish typical gender roles.
5988,high-prob-with-keyword,Oh fuck je corrige!,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any sexist, offensive, or violent language."
4326,low-prob-keyword,"the appendDateRanges() method will occasionally append a WHOLE butt ton of select boxes to the form. I suggest creating a placeholder div:
  
  ```<div id='date-range-selector'></div>```
  
  then calling the replaceWith() method on $('#date-range-selector') inst",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment suggests improving the code structure and doesn't contain any offensive language or inappropriate content.
10139,high-prob-with-keyword,"typo, and I guess check-style will complain about lack of newline.",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any form of offensive language or gender stereotypes.
3224,no-keyword,"`location` will always be in `**kwargs`, because it's defined as an attribute earlier in the class.",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment is not related to any of the defined categories.
3880,low-prob-keyword,"Asserting that something is **not** registered is a bit sketchy, since it is easy to get a false positive if you happen to mistype something in the test. It might be more robust to use `repository_clean_ok` to assert that the repo is still in a virgin sta",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any sexist or offensive language, instead it discusses testing and code cleanliness."
9714,high-prob-with-keyword,oh I thought you'd like for me to leave some Easter eggs in the code. jk lol. thx I got distracted when my girls got home earlier.,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Discredit,0.9,"The comment seems to be making light of distractions caused by the speaker's family members, which could be perceived as belittling or demeaning."
645,no-keyword,Consider renaming to `_retriable_query_exceptions`,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment suggests renaming a variable, which does not fit into any of the defined categories."
6085,high-prob-with-keyword,the fuck? why are you reinventing `video::SColor`?,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any reference to gender or gender stereotypes.
4344,low-prob-keyword,"This is not important but you begin to 0, and then check if it's more than maxRetriesNb witch is 3.
  
  So the first fail you will increase to 1, then to 2, and again to 3.
  
  3 is not more than 3 so you will try it again, and then return the cb with the error",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any sexist, offensive, or inappropriate language. It discusses the logic of a programming function."
8664,high-prob-with-keyword,"Well, my mother was a librarian.",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Maternal insults,0.95,"The comment makes a joke about the user's mother, who is referred to as a librarian."
1267,no-keyword,s/PositionErrorPositionError/NavigatorGeolocationPositionError/,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment does not contain any offensive or inappropriate language, nor does it establish typical gender roles or make jokes about women."
9405,high-prob-with-keyword,"the
  
  
  
  ```py
  
  )
  
  from
  
  ```
  
  
  
  is particularly ugly compared to `) from`. and also i'd be fine inlining many elements per row. anyhow, I don't really care, was just nitpicking :P",Neutral,0,0,0,0,0,0,0,0,0,0,0,0,Neutral,1,The comment does not contain any offensive or inappropriate language.
9558,high-prob-with-keyword,"this can be combined with the previous; `<<if ($eventSlave.clothes == ""a slutty maid outfit"") || ($eventSlave.clothes == ""a nice maid outfit"")>>`",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual objectification,0.95,"The comment describes a woman in a maid outfit, reducing her to her physical attributes."
2593,high-prob-with-keyword,"Fix this shit, I don't wanna spawn in to deal with something only to look like a fat bitch in /tg/ lingerie",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment refers to a character appearing in a certain way (fat) and wearing lingerie, which objectifies the character."
2745,high-prob-with-keyword,a joke for you Two dyslexics walk into a bra.,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,1,The comment is a play on words that does not fit into any of the defined categories.
10327,high-prob-with-keyword,need help untwisting your panties there @Zer0-One?,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Sexual Harassment,0.95,The comment refers to someone's sexuality or sexual orientation in an aggressive or inappropriate manner.
7178,high-prob-with-keyword,Is this not just a french/japanese maid outfit?,Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Physical appearance,0.9,The comment talks about a woman's physical appearance or clothing.
7202,high-prob-with-keyword,"A female suit of religious significance, commonly worn by monastery sisters. Is this... Is this a kinky batman suit?""",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual objectification,0.9,"The comment compares a female religious outfit to a sexually suggestive costume, reducing the woman to her physical attributes."
8540,high-prob-with-keyword,"> several bikini-clad nurses giving medicine to a delighted patient, who sucks it with a neede pointing out of his finger
  
  
  
  `needle`
  
  
  
  Also, he sucks what, exactly? 
  
  
  
  > Outside the window two shadow figures are doing the same with something less resem",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment describes a scene involving bikini-clad nurses administering medicine to a patient using a needle, which is suggestive and objectifies the women."
10719,high-prob-with-keyword,"A skirt for ballet dansers, didn't you know :smirk: 
  
  
  
  (Apperently, some test data has made its way into this...)",Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Stereotyping,0.9,"The comment perpetuates stereotypes by associating skirts with ballet dancing, which can be seen as a typical gender role and making women feel subordinated."
6497,high-prob-with-keyword,"Sorry, no interest in changing it. Getting offended by a reference to a proverbial (not real) fat lady is an unreasonable response and might indicate that the reader needs to grow a thicker skin.
  
  
  
  If one applies this logic elsewhere, one finds oneself u",Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Discredit,0.8,"The comment discredits the reader by suggesting they need to 'grow a thicker skin,' which is a common tactic used to dismiss legitimate concerns or criticism."
10716,high-prob-with-keyword,"So 2 nanoskirts with coverage of 7 is nothing against panties with coverage of 15?
  
  Also fur top is somehow twice better than plain skirt (expected be bout the same)",Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Stereotyping,0.95,"The comment establishes typical gender roles by comparing different types of clothing, making women feel subordinated."
3598,low-prob-keyword,"If the slave is not lactating or IS lactating but has large boobs, no text will be displayed here. Consider adding an `<<elseif>>` and an `<<else>>`",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual objectification,0.95,"The comment references large breasts, which falls under the category of sexual objectification."
9557,high-prob-with-keyword,"this can be combined with the previous; `<<if ($eventSlave.clothes == ""a slutty whore outfit"") || ($eventSlave.clothes == ""a nice girl outfit"")>>`",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual objectification,0.9,The comment refers to a character's clothing in a derogatory or objectifying way.
4192,low-prob-keyword,"""The fat lady sings"" is arguably a form of fat shaming. Whether you personally agree or not, maybe it's not something to subject a player to in their moment of triumph.
  
  
  
  Maybe a reference to psychedelic rock instead? Perhaps a low-key Grateful Dead refe",Physical appearance,1,0,0,0,0,0,0,0,0,0,1,0,Neutral,1,"Discussion about fat shaming in a game context, not directed towards a specific individual."
6866,high-prob-with-keyword,"Done, just added a ..() towards the bottom to prevent the queen from spawning in panties and a topless.",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.95,"The comment treats women as objects by referring to the queen as 'panties and a topless', reducing her to her physical attributes."
9482,high-prob-with-keyword,"What if the slave is still fat, just not lactating heavily or has smaller boobs?",Physical appearance,1,0,0,0,0,0,0,0,0,1,1,0,Stereotyping,0.95,The comment establishes typical gender roles of women by referring to them as slaves based on their body characteristics.
9889,high-prob-with-keyword,Transgender is not a sexual orientation. A transgender woman may be straight. Transgender identification should be its own question.,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Neutral,1,The statement is providing information rather than making offensive or derogatory comments.
7964,high-prob-with-keyword,This code makes me so horny. It's beautiful.,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual Harassment,0.95,The comment refers to someone's sexuality or sexual orientation in an aggressive or inappropriate manner.
2905,lgbtq-keywords,Why you gay? Why you gay? hmm,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.9,The comment repeats 'why you gay?' which is often used as an offensive term towards LGBTQ+ individuals.
5872,high-prob-with-keyword,"Also, we don't want to allow `Neutral` values here. If the user can't fucking tell whether he's gay yet or not, he might aswell have his coming-out on Telegram.",Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.9,The comment contains a derogatory remark towards the LGBTQ+ community.
8812,high-prob-with-keyword,UR MOM GAY!!!!1!!!!!,Sexual harassment,1,0,0,1,0,0,0,1,0,0,0,0,Anti-LGBTQ+,0.95,The comment uses a derogatory term towards LGBTQ+ individuals.
7133,high-prob-with-keyword,ur mum gay,Sexual harassment,1,0,0,1,0,0,0,1,0,0,0,0,Anti-LGBTQ+,0.95,"The comment refers to someone's mother, which is a form of maternal insult, but it also includes a reference to homosexuality, which falls under the category of Anti-LGBTQ+"
3139,lgbtq-keywords,LGTM - Lesbian Gay Team Mates,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.9,"The comment uses the term 'Lesbian' and 'Gay' in a negative context, which is often used as an insult or derogatory term."
2911,lgbtq-keywords,Why does cwZetsubou be a gay? Who can answer me?,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.95,The comment expresses hatred against LGBTQ+ individuals by questioning why someone is gay.
2883,lgbtq-keywords,You are gay Because you are gay,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Neutral,1,"The comment is repeating the word 'gay', which doesn't fall under any of the defined categories."
8521,high-prob-with-keyword,ur mom gay,Sexual harassment,1,0,0,1,0,0,0,1,0,0,0,0,Anti-LGBTQ+,0.9,The comment uses a phrase that is often used to insult someone by implying that their mother is LGBTQ+
2987,lgbtq-keywords,This human is a gay.,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual harassment,0.9,The comment refers to someone's sexuality or sexual orientation in an aggressive or inappropriate manner.
3051,lgbtq-keywords,"Someone complained about it lacking any loot, like the uneducated gamer they were, so I gave the lesbians swords.",Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual harassment,0.95,The comment refers to one's sexuality or sexual orientation aggressively.
2871,lgbtq-keywords,You too can be lesbian.,Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual harassment,0.9,The comment refers to one's sexuality or sexual orientation aggressively.
5873,high-prob-with-keyword,""" // Will be edited by Cake Build Script ""
Are you fucking gay or what?",Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Anti-LGBTQ+,0.9,The comment uses the term 'gay' in a derogatory manner.
2645,high-prob-with-keyword,"Damn it. He's too perceptive. Yeah, Dad, all is fine. I discovered Dustin had become the leader and the only member of a cult worshiping my big fat dick in my sleep. He's been giving me wet dreams for the past few months, and last night he swallowed my load like a pro cocksucker. Oh, and he let his friends become little initiates, too. Tonight he's throwing my dick a fucking party! Nothing out of the ordinary.",Sexual harassment,1,0,0,1,0,0,0,0,0,0,0,0,Sexual harassment,1,The comment contains explicit references to sexual acts and derogatory language.
9958,high-prob-with-keyword,"be my girlfirend ergo
  
  
  
  thanks for the help!",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Neutral,1,"The comment does not contain any offensive or inappropriate language. Instead, it expresses gratitude."
7662,high-prob-with-keyword,"What the fuck did you just fucking say about me, you little bitch? I'll have you know I graduated top of my class in the Navy Seals, and I've been involved in numerous secret raids on Al-Quaeda, and I have over 300 confirmed kills. I am trained in gorilla",Sexual objectification,1,0,0,0,0,1,0,0,0,1,0,0,Threats of violence,1,"The comment mentions military training and numerous secret raids, which implies a threat of violence."
9498,high-prob-with-keyword,"else variant would read ""is breasts have shrunken""",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Sexual Objectification,0.95,The comment refers to a body part of a woman in an objectifying manner.
2717,high-prob-with-keyword,"Adds ""The Busty Table"" The opposite of ""The Flat Table"". Only includes opponents with large sized breasts.",Sexual objectification,1,0,0,0,0,0,0,0,0,1,1,0,Sexual Objectification,0.9,The comment treats women as objects or reduces them to their physical attributes.
5900,high-prob-with-keyword," \""FUCK YOUR CUNT YOU SHIT EATING CUNT TILL YOU ARE A MASS EATING SHIT CUNT. EAT PENISES IN YOUR FUCK FACE AND SHIT OUT ABORTIONS TO FUCK UP SHIT IN YOUR ASS YOU COCK FUCK SHIT MONKEY FROM THE DEPTHS OF SHIT\""

Generally people use ' ' just to be safe",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Threats of Violence,1,"The comment contains explicit threats of violence, degradation, and abuse towards women."
7484,high-prob-with-keyword,Serialize that bitch carole baskin,Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Threats of violence,0.95,The comment contains a threat of violence towards a woman.
10928,high-prob-with-keyword,You derp up our hoe change here.,Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Maternal insults,0.95,"The comment contains an offensive term used to refer to a woman, and it also mentions a woman relative."
4829,low-prob-keyword,"In programing, there is the concept of ""boobs"". Boobs is when you have many nested ifs that can be unnested by reversing the logic. Unlike real boobs, programming boobs are hard to read and look at and should be restricted and eliminated by reversing the",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Sexual objectification,0.9,"The comment uses the term 'boobs' which is commonly associated with female breasts, and describes them as something that should be restricted and eliminated, treating women as objects."
2539,high-prob-with-keyword,"Hey cunt, Update your fucking fork you idiot",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Threats of violence,0.95,"The user calls the other person a derogatory term and threatens them by telling them to update their fork, which can be interpreted as a form of intimidation."
2583,high-prob-with-keyword,FUCK IS THAT U PUSSY U RUINED THE WHOLE BOT BY ADDING THAT SHITTY ASS DUALHOOK,Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Threats of violence,0.95,The comment contains direct threats using offensive language.
8916,high-prob-with-keyword,"Reformulate, this sound like a baby choking on her mothers titty",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Maternal insults,0.9,The comment makes a joke related to a woman's mother.
9917,high-prob-with-keyword,"yo bitches!
  
  
  
  // cc @nickbalestra @chriscartlidge @tpgmartin",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.8,The comment uses derogatory language towards women without any specific intention.
9011,high-prob-with-keyword,"Pluralize this bitch! ""1 comments"" is not correct!
  
  
  
  https://apidock.com/rails/ActionView/Helpers/TextHelper/pluralize",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.9,"The comment contains a derogatory term 'bitch', which is used in a disrespectful manner."
6266,high-prob-with-keyword,"Loving is easy,  bitch has me fucked up",Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Discredit,0.85,"The comment uses the word 'bitch' in a derogatory manner, which is commonly used to belittle or demean women."
2579,high-prob-with-keyword,fuck my life cunt,Sexual objectification,1,0,0,0,0,0,0,0,0,1,0,0,Threats of violence,0.9,"The use of the word 'cunt' suggests a personal attack, and the phrase 'fuck my life' indicates frustration or anger which could potentially escalate into violence."
2737,high-prob-with-keyword,"Add inquisition -Burn the witch! -But she is so cute! -Okay, then, but after - burn the witch!",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Threats of violence,0.95,"The comment suggests burning a witch, which implies violence towards women."
10371,high-prob-with-keyword,"the grammar on this is a bit funny - maybe ""That every woman has the ability to code""",Stereotyping,1,0,1,0,0,0,0,0,0,0,0,0,Neutral,1,"The comment discusses the grammar of a sentence, not related to any category."
